node,entrez,gene_name,initial,ppion
1534.0,338599,DUSP29,TRUE,FALSE
1535.0,64744,SMAP2,TRUE,FALSE
1536.0,57710,KIAA1614,TRUE,FALSE
1537.0,1759,DNM1,TRUE,FALSE
1538.0,8767,RIPK2,TRUE,FALSE
1539.0,9448,MAP4K4,TRUE,FALSE
1540.0,2268,FGR,TRUE,FALSE
1541.0,5147,PDE6D,TRUE,FALSE
1542.0,808,CALM3,TRUE,FALSE
1543.0,164,AP1G1,TRUE,FALSE
1544.0,9321,TRIP11,TRUE,FALSE
1545.0,136319,MTPN,TRUE,FALSE
1546.0,79933,SYNPO2L,TRUE,FALSE
1547.0,9367,RAB9A,TRUE,FALSE
1548.0,6844,VAMP2,TRUE,FALSE
1549.0,84109,QRFPR,TRUE,FALSE
1550.0,2770,GNAI1,TRUE,FALSE
1551.0,79152,FA2H,TRUE,FALSE
1552.0,4620,MYH2,TRUE,FALSE
1553.0,4294,MAP3K10,TRUE,FALSE
1554.0,5593,PRKG2,TRUE,FALSE
1555.0,374875,HSD11B1L,TRUE,FALSE
1556.0,11127,KIF3A,TRUE,FALSE
1557.0,55204,GOLPH3L,TRUE,FALSE
1558.0,64754,SMYD3,TRUE,FALSE
1559.0,1212,CLTB,TRUE,FALSE
1560.0,9025,RNF8,TRUE,FALSE
1561.0,27095,TRAPPC3,TRUE,FALSE
1562.0,4881,NPR 1.00,TRUE,FALSE
1563.0,658,BMPR1B,TRUE,FALSE
1564.0,26064,RAI14,TRUE,FALSE
1565.0,145741,C2CD4A,TRUE,FALSE
1566.0,5563,PRKAA2,TRUE,FALSE
1567.0,5911,RAP2A,TRUE,FALSE
1568.0,10733,PLK4,TRUE,FALSE
1569.0,140456,ASB11,TRUE,FALSE
1570.0,23189,KANK1,TRUE,FALSE
1571.0,79890,RIN3,TRUE,FALSE
1572.0,9627,SNCAIP,TRUE,FALSE
1573.0,64332,NFKBIZ,TRUE,FALSE
1574.0,339768,ESPNL,TRUE,FALSE
1575.0,5288,PIK3C2G,TRUE,FALSE
1576.0,116987,AGAP1,TRUE,FALSE
1577.0,79012,CAMKV,TRUE,FALSE
1578.0,22818,COPZ1,TRUE,FALSE
1579.0,26230,TIAM2,TRUE,FALSE
1580.0,200576,PIKFYVE,TRUE,FALSE
1581.0,57513,CASKIN2,TRUE,FALSE
1582.0,11316,COPE,TRUE,FALSE
1583.0,55823,VPS11,TRUE,FALSE
1584.0,238,ALK,TRUE,FALSE
1585.0,5598,MAPK7,TRUE,FALSE
1586.0,54776,PPP1R12C,TRUE,FALSE
1587.0,3636,INPPL1,TRUE,FALSE
1588.0,7325,UBE2E2,TRUE,FALSE
1589.0,401409,RAB19,TRUE,FALSE
1590.0,136332,LRGUK,TRUE,FALSE
1591.0,100529261,CHURC1-FNTB,TRUE,FALSE
1592.0,3054,HCFC1,TRUE,FALSE
1593.0,6093,ROCK1,TRUE,FALSE
1594.0,10114,HIPK3,TRUE,FALSE
1595.0,84079,ANKRD27,TRUE,FALSE
1596.0,1639,DCTN1,TRUE,FALSE
1597.0,9829,DNAJC6,TRUE,FALSE
1598.0,9630,GNA14,TRUE,FALSE
1599.0,4353,MPO,TRUE,FALSE
1600.0,7184,HSP90B1,TRUE,FALSE
1601.0,26119,LDLRAP1,TRUE,FALSE
1602.0,10960,LMAN2,TRUE,FALSE
1603.0,6456,SH3GL2,TRUE,FALSE
1604.0,479,ATP12A,TRUE,FALSE
1605.0,3725,JUN,TRUE,FALSE
1606.0,6168,RPL37A,TRUE,FALSE
1607.0,410,ARSA,TRUE,FALSE
1608.0,9648,GCC2,TRUE,FALSE
1609.0,5266,PI3,TRUE,FALSE
1610.0,8723,SNX4,TRUE,FALSE
1611.0,4864,NPC1,TRUE,FALSE
1612.0,7917,BAG6,TRUE,FALSE
1613.0,51,ACOX1,TRUE,FALSE
1614.0,338,APOB,TRUE,FALSE
1615.0,175,AGA,TRUE,FALSE
1616.0,407738,TAFA1,TRUE,FALSE
1617.0,10490,VTI1B,TRUE,FALSE
1618.0,8878,SQSTM1,TRUE,FALSE
1619.0,2159,F10,TRUE,FALSE
1620.0,9026,HIP1R,TRUE,FALSE
1621.0,8530,CST7,TRUE,FALSE
1622.0,51361,HOOK1,TRUE,FALSE
1623.0,79758,DHRS12,TRUE,FALSE
1624.0,27306,HPGDS,TRUE,FALSE
1625.0,27333,GOLIM4,TRUE,FALSE
1626.0,10724,OGA,TRUE,FALSE
1627.0,535,ATP6V0A1,TRUE,FALSE
1628.0,9761,MLEC,TRUE,FALSE
1629.0,267,AMFR,TRUE,FALSE
1630.0,1362,CPD,TRUE,FALSE
1631.0,9135,RABEP1,TRUE,FALSE
1632.0,6653,SORL1,TRUE,FALSE
1633.0,50617,ATP6V0A4,TRUE,FALSE
1634.0,55764,IFT122,TRUE,FALSE
1635.0,3481,IGF2,TRUE,FALSE
1636.0,2629,GBA1,TRUE,FALSE
1637.0,8724,SNX3,TRUE,FALSE
1638.0,7040,TGFB1,TRUE,FALSE
1639.0,1130,LYST,TRUE,FALSE
1640.0,51454,GULP1,TRUE,FALSE
1641.0,90019,SYT8,TRUE,FALSE
1642.0,9972,NUP153,TRUE,FALSE
1643.0,1522,CTSZ,TRUE,FALSE
1644.0,23029,RBM34,TRUE,FALSE
1645.0,917,CD3G,TRUE,FALSE
1646.0,7038,TG,TRUE,FALSE
1647.0,29927,SEC61A1,TRUE,FALSE
1648.0,427,ASAH1,TRUE,FALSE
1649.0,8972,MGAM,TRUE,FALSE
1650.0,55741,EDEM2,TRUE,FALSE
1651.0,7316,UBC,TRUE,FALSE
1652.0,127833,SYT2,TRUE,FALSE
1653.0,55757,UGGT2,TRUE,FALSE
1654.0,11031,RAB31,TRUE,FALSE
1655.0,9897,WASHC5,TRUE,FALSE
1656.0,6234,RPS28,TRUE,FALSE
1657.0,58513,EPS15L1,TRUE,FALSE
1658.0,114815,SORCS1,TRUE,FALSE
1659.0,4973,OLR1,TRUE,FALSE
1660.0,1509,CTSD,TRUE,FALSE
1661.0,55317,AP5S1,FALSE,FALSE
1662.0,2904,GRIN2B,TRUE,FALSE
1663.0,29993,PACSIN1,TRUE,FALSE
1664.0,79412,KREMEN2,TRUE,FALSE
1665.0,920,CD4,TRUE,FALSE
1666.0,347527,ARSH,TRUE,FALSE
1667.0,3108,HLA-DMA,TRUE,FALSE
1668.0,53917,RAB24,TRUE,FALSE
1669.0,5267,SERPINA4,TRUE,FALSE
1670.0,5552,SRGN,TRUE,FALSE
1671.0,8722,CTSF,TRUE,FALSE
1672.0,29978,UBQLN2,TRUE,FALSE
1673.0,10254,STAM2,TRUE,FALSE
1674.0,10092,ARPC5,TRUE,FALSE
1675.0,2990,GUSB,TRUE,FALSE
1676.0,2802,GOLGA3,TRUE,FALSE
1677.0,6869,TACR1,TRUE,FALSE
1678.0,10533,ATG7,TRUE,FALSE
1679.0,59342,SCPEP1,TRUE,FALSE
1680.0,5799,PTPRN2,TRUE,FALSE
1681.0,432,ASGR1,TRUE,FALSE
1682.0,8678,BECN1,TRUE,FALSE
1683.0,2581,GALC,TRUE,FALSE
1684.0,3575,IL7R,TRUE,FALSE
1685.0,23173,METAP1,TRUE,FALSE
1686.0,1601,DAB2,TRUE,FALSE
1687.0,1457,CSNK2A1,TRUE,FALSE
1688.0,27230,SERP1,TRUE,FALSE
1689.0,27141,CIDEB,TRUE,FALSE
1690.0,10981,RAB32,TRUE,FALSE
1691.0,9185,REPS2,TRUE,FALSE
1692.0,8027,STAM,TRUE,FALSE
1693.0,11037,STON1,TRUE,FALSE
1694.0,9474,ATG5,TRUE,FALSE
1695.0,2217,FCGRT,TRUE,FALSE
1696.0,1080,CFTR,TRUE,FALSE
1697.0,112574,SNX18,TRUE,FALSE
1698.0,9559,VPS26A,TRUE,FALSE
1699.0,143425,SYT9,TRUE,FALSE
1700.0,51669,SARAF,TRUE,FALSE
1701.0,10437,IFI30,TRUE,FALSE
1702.0,3895,KTN1,TRUE,FALSE
1703.0,11253,MAN1B1,TRUE,FALSE
1704.0,85365,ALG2,TRUE,FALSE
1705.0,967,CD63,TRUE,FALSE
1706.0,5311,PKD2,TRUE,FALSE
1707.0,55690,PACS1,TRUE,FALSE
1708.0,51028,VPS36,TRUE,FALSE
1709.0,51538,ZCCHC17,TRUE,FALSE
1710.0,7124,TNF,TRUE,FALSE
1711.0,3487,IGFBP4,TRUE,FALSE
1712.0,2717,GLA,TRUE,FALSE
1713.0,51160,VPS28,TRUE,FALSE
1714.0,8763,CD164,TRUE,FALSE
1715.0,6572,SLC18A3,TRUE,FALSE
1716.0,55850,USE1,TRUE,FALSE
1717.0,63905,MANBAL,TRUE,FALSE
1718.0,551,AVP,TRUE,FALSE
1719.0,6556,SLC11A1,TRUE,FALSE
1720.0,1521,CTSW,TRUE,FALSE
1721.0,7251,TSG101,TRUE,FALSE
1722.0,4121,MAN1A1,TRUE,FALSE
1723.0,213,ALB,TRUE,FALSE
1724.0,9685,CLINT1,TRUE,FALSE
1725.0,4012,LNPEP,TRUE,FALSE
1726.0,4848,CNOT2,TRUE,FALSE
1727.0,285362,SUMF1,TRUE,FALSE
1728.0,55576,STAB2,TRUE,FALSE
1729.0,1856,DVL2,TRUE,FALSE
1730.0,6643,SNX2,TRUE,FALSE
1731.0,8934,RAB29,TRUE,FALSE
1732.0,10577,NPC2,TRUE,FALSE
1733.0,7157,TP53,TRUE,FALSE
1734.0,27147,DENND2A,TRUE,FALSE
1735.0,274,BIN1,TRUE,FALSE
1736.0,8774,NAPG,TRUE,FALSE
1737.0,64772,ENGASE,TRUE,FALSE
1738.0,3303,HSPA1A,TRUE,FALSE
1739.0,867,CBL,TRUE,FALSE
1740.0,8804,CREG1,TRUE,FALSE
1741.0,30011,SH3KBP1,TRUE,FALSE
1742.0,154,ADRB2,TRUE,FALSE
1743.0,6642,SNX1,TRUE,FALSE
1744.0,3001,GZMA,TRUE,FALSE
1745.0,348,APOE,TRUE,FALSE
1746.0,411,ARSB,TRUE,FALSE
1747.0,351,APP,TRUE,FALSE
1748.0,4724,NDUFS4,TRUE,FALSE
1749.0,23208,SYT11,TRUE,FALSE
1750.0,8417,STX7,TRUE,FALSE
1751.0,27131,SNX5,TRUE,FALSE
1752.0,495,ATP4A,TRUE,FALSE
1753.0,5284,PIGR,TRUE,FALSE
1754.0,3479,IGF1,TRUE,FALSE
1755.0,11345,GABARAPL2,TRUE,FALSE
1756.0,9695,EDEM1,TRUE,FALSE
1757.0,3484,IGFBP1,TRUE,FALSE
1758.0,85021,REPS1,TRUE,FALSE
1759.0,171558,PTCRA,TRUE,FALSE
1760.0,23266,ADGRL2,TRUE,FALSE
1761.0,2799,GNS,TRUE,FALSE
1762.0,25977,NECAP1,TRUE,FALSE
1763.0,3002,GZMB,TRUE,FALSE
1764.0,23166,STAB1,TRUE,FALSE
1765.0,55062,WIPI1,TRUE,FALSE
1766.0,3482,IGF2R,TRUE,FALSE
1767.0,5340,PLG,TRUE,FALSE
1768.0,201294,UNC13D,TRUE,FALSE
1769.0,64149,C17orf75,TRUE,FALSE
1770.0,55435,AP1AR,TRUE,FALSE
1771.0,5327,PLAT,TRUE,FALSE
1772.0,2903,GRIN2A,TRUE,FALSE
1773.0,5159,PDGFRB,TRUE,FALSE
1774.0,2060,EPS15,TRUE,FALSE
1775.0,51429,SNX9,TRUE,FALSE
1776.0,81562,LMAN2L,TRUE,FALSE
1777.0,7299,TYR,TRUE,FALSE
1778.0,55681,SCYL2,TRUE,FALSE
1779.0,5873,RAB27A,TRUE,FALSE
1780.0,3553,IL1B,TRUE,FALSE
1781.0,26225,ARL5A,TRUE,FALSE
1782.0,7018,TF,TRUE,FALSE
1783.0,682,BSG,TRUE,FALSE
1784.0,7415,VCP,TRUE,FALSE
1785.0,4710,NDUFB4,TRUE,FALSE
1786.0,5551,PRF1,TRUE,FALSE
1787.0,6144,RPL21,TRUE,FALSE
1788.0,7224,TRPC5,TRUE,FALSE
1789.0,8301,PICALM,TRUE,FALSE
1790.0,58533,SNX6,TRUE,FALSE
1791.0,3949,LDLR,TRUE,FALSE
1792.0,5589,PRKCSH,TRUE,FALSE
1793.0,55773,TBC1D23,TRUE,FALSE
1794.0,116150,NUS1,TRUE,FALSE
1795.0,10299,MARCHF6,TRUE,FALSE
1796.0,947,CD34,TRUE,FALSE
1797.0,412,STS,TRUE,FALSE
1798.0,55814,BDP1,TRUE,FALSE
1799.0,7474,WNT5A,TRUE,FALSE
1800.0,3074,HEXB,TRUE,FALSE
1801.0,3425,IDUA,TRUE,FALSE
1802.0,63908,NAPB,TRUE,FALSE
1803.0,2319,FLOT2,TRUE,FALSE
1804.0,1472,CST4,TRUE,FALSE
1805.0,2208,FCER2,TRUE,FALSE
1806.0,2525,FUT3,TRUE,FALSE
1807.0,22943,DKK 1.00,TRUE,FALSE
1808.0,6857,SYT1,TRUE,FALSE
1809.0,8935,SKAP2,TRUE,FALSE
1810.0,367,AR,TRUE,FALSE
1811.0,157769,FAM91A1,TRUE,FALSE
1812.0,4952,OCRL,TRUE,FALSE
1813.0,3416,IDE,TRUE,FALSE
1814.0,5972,REN,TRUE,FALSE
1815.0,5329,PLAUR,TRUE,FALSE
1816.0,857,CAV1,TRUE,FALSE
1817.0,2548,GAA,TRUE,FALSE
1818.0,1120,CHKB,TRUE,FALSE
1819.0,83548,COG3,TRUE,FALSE
1820.0,912,CD1D,TRUE,FALSE
1821.0,51699,VPS29,TRUE,FALSE
1822.0,7314,UBB,TRUE,FALSE
1823.0,6285,S100B,TRUE,FALSE
1824.0,11236,RNF139,TRUE,FALSE
1825.0,158866,ZDHHC15,TRUE,FALSE
1826.0,2760,GM2A,TRUE,FALSE
1827.0,5445,PON2,TRUE,FALSE
1828.0,56957,OTUD7B,TRUE,FALSE
1829.0,80267,EDEM3,TRUE,FALSE
1830.0,8460,TPST1,TRUE,FALSE
1831.0,23710,GABARAPL1,TRUE,FALSE
1832.0,9577,BABAM2,TRUE,FALSE
1833.0,10067,SCAMP3,TRUE,FALSE
1834.0,3486,IGFBP3,TRUE,FALSE
1835.0,3559,IL2RA,TRUE,FALSE
1836.0,1508,CTSB,TRUE,FALSE
1837.0,10970,CKAP4,TRUE,FALSE
1838.0,10552,ARPC1A,TRUE,FALSE
1839.0,1203,CLN5,TRUE,FALSE
1840.0,343035,RD3,TRUE,FALSE
1841.0,9146,HGS,TRUE,FALSE
1842.0,342898,SYCN,TRUE,FALSE
1843.0,6609,SMPD1,TRUE,FALSE
1844.0,7311,UBA52,TRUE,FALSE
1845.0,25978,CHMP2B,TRUE,FALSE
1846.0,5798,PTPRN,TRUE,FALSE
1847.0,7306,TYRP1,TRUE,FALSE
1848.0,6448,SGSH,TRUE,FALSE
1849.0,5443,POMC,TRUE,FALSE
1850.0,440503,PLIN5,TRUE,FALSE
1851.0,2,A2M,TRUE,FALSE
1852.0,310,ANXA7,TRUE,FALSE
1853.0,4035,LRP1,TRUE,FALSE
1854.0,51009,DERL2,TRUE,FALSE
1855.0,6950,TCP1,TRUE,FALSE
1856.0,55329,MNS1,TRUE,FALSE
1857.0,3308,HSPA4,TRUE,FALSE
1858.0,1515,CTSV,TRUE,FALSE
1859.0,51172,NAGPA,TRUE,FALSE
1860.0,1075,CTSC,TRUE,FALSE
1861.0,22848,AAK1,TRUE,FALSE
1862.0,4018,LPA,TRUE,FALSE
1863.0,1184,CLCN5,TRUE,FALSE
1864.0,2099,ESR1,TRUE,FALSE
1865.0,1798,DPAGT1,TRUE,FALSE
1866.0,23241,PACS2,TRUE,FALSE
1867.0,3320,HSP90AA1,TRUE,FALSE
1868.0,85439,STON2,TRUE,FALSE
1869.0,11275,KLHL2,TRUE,FALSE
1870.0,6048,RNF5,TRUE,FALSE
1871.0,8322,FZD4,TRUE,FALSE
1872.0,915,CD3D,TRUE,FALSE
1873.0,3073,HEXA,TRUE,FALSE
1874.0,1129,CHRM2,TRUE,FALSE
1875.0,124930,ANKRD13B,TRUE,FALSE
1876.0,3092,HIP1,TRUE,FALSE
1877.0,53,ACP2,TRUE,FALSE
1878.0,84447,SYVN1,TRUE,FALSE
1879.0,84842,HPDL,TRUE,FALSE
1880.0,6476,SI,TRUE,FALSE
1881.0,10096,ACTR3,TRUE,FALSE
1882.0,8815,BANF1,TRUE,FALSE
1883.0,27183,VPS4A,TRUE,FALSE
1884.0,3988,LIPA,TRUE,FALSE
1885.0,7223,TRPC4,TRUE,FALSE
1886.0,338692,ANKRD13D,TRUE,FALSE
1887.0,9856,KIAA0319,TRUE,FALSE
1888.0,7942,TFEB,TRUE,FALSE
1889.0,6455,SH3GL1,TRUE,FALSE
1890.0,6490,PMEL,TRUE,FALSE
1891.0,5903,RANBP2,TRUE,FALSE
1892.0,6582,SLC22A2,TRUE,FALSE
1893.0,25834,MGAT4C,TRUE,FALSE
1894.0,23621,BACE1,TRUE,FALSE
1895.0,811,CALR,TRUE,FALSE
1896.0,79158,GNPTAB,TRUE,FALSE
1897.0,10097,ACTR2,TRUE,FALSE
1898.0,8775,NAPA,TRUE,FALSE
1899.0,9066,SYT7,TRUE,FALSE
1900.0,729359,PLIN4,TRUE,FALSE
1901.0,10956,OS9,TRUE,FALSE
1902.0,1514,CTSL,TRUE,FALSE
1903.0,6272,SORT1,TRUE,FALSE
1904.0,3485,IGFBP2,TRUE,FALSE
1905.0,440686,H3-7,TRUE,FALSE
1906.0,51112,TRAPPC12,TRUE,FALSE
1907.0,1118,CHIT1,TRUE,FALSE
1908.0,57537,SORCS2,TRUE,FALSE
1909.0,9892,SNAP91,TRUE,FALSE
1910.0,6457,SH3GL3,TRUE,FALSE
1911.0,27248,ERLEC1,TRUE,FALSE
1912.0,409,ARRB2,TRUE,FALSE
1913.0,22986,SORCS3,TRUE,FALSE
1914.0,151647,TAFA4,TRUE,FALSE
1915.0,3423,IDS,TRUE,FALSE
1916.0,9546,APBA3,TRUE,FALSE
1917.0,7110,TMF1,TRUE,FALSE
1918.0,6400,SEL1L,TRUE,FALSE
1919.0,4668,NAGA,TRUE,FALSE
1920.0,9382,COG1,TRUE,FALSE
1921.0,7357,UGCG,TRUE,FALSE
1922.0,26020,LRP10,TRUE,FALSE
1923.0,29988,SLC2A8,TRUE,FALSE
1924.0,57192,MCOLN1,TRUE,FALSE
1925.0,10133,OPTN,TRUE,FALSE
1926.0,5538,PPT1,TRUE,FALSE
1927.0,25807,RHBDD3,TRUE,FALSE
1928.0,4669,NAGLU,TRUE,FALSE
1929.0,7542,ZFPL1,TRUE,FALSE
1930.0,23258,DENND5A,TRUE,FALSE
1931.0,84572,GNPTG,TRUE,FALSE
1932.0,5660,PSAP,TRUE,FALSE
1933.0,408,ARRB1,TRUE,FALSE
1934.0,5331,PLCB3,TRUE,FALSE
1935.0,5277,PIGA,TRUE,FALSE
1936.0,10109,ARPC2,TRUE,FALSE
1937.0,56886,UGGT1,TRUE,FALSE
1938.0,3312,HSPA8,TRUE,FALSE
1939.0,4509,ATP8,TRUE,FALSE
1940.0,5476,CTSA,TRUE,FALSE
1941.0,123,PLIN2,TRUE,FALSE
1942.0,1777,DNASE2,TRUE,FALSE
1943.0,10226,PLIN3,TRUE,FALSE
1944.0,4846,NOS3,TRUE,FALSE
1945.0,10857,PGRMC1,TRUE,FALSE
1946.0,4318,MMP9,TRUE,FALSE
1947.0,10211,FLOT1,TRUE,FALSE
1948.0,254042,METAP1D,TRUE,FALSE
1949.0,163786,SASS6,TRUE,FALSE
1950.0,9798,IST1,TRUE,FALSE
1951.0,2017,CTTN,TRUE,FALSE
1952.0,55707,NECAP2,TRUE,FALSE
1953.0,2335,FN1,TRUE,FALSE
1954.0,55014,STX17,TRUE,FALSE
1955.0,11252,PACSIN2,TRUE,FALSE
1956.0,1200,TPP1,TRUE,FALSE
1957.0,2896,GRN,TRUE,FALSE
1958.0,5346,PLIN1,TRUE,FALSE
1959.0,3489,IGFBP6,TRUE,FALSE
1960.0,10094,ARPC3,TRUE,FALSE
1961.0,3920,LAMP2,TRUE,FALSE
1962.0,8773,SNAP23,TRUE,FALSE
1963.0,2588,GALNS,TRUE,FALSE
1964.0,6581,SLC22A3,TRUE,FALSE
1965.0,23682,RAB38,TRUE,FALSE
1966.0,9218,VAPA,TRUE,FALSE
1967.0,950,SCARB2,TRUE,FALSE
1968.0,6128,RPL6,TRUE,FALSE
1969.0,185,AGTR1,TRUE,FALSE
1970.0,2288,FKBP4,TRUE,FALSE
1971.0,81570,CLPB,TRUE,FALSE
1972.0,374454,KRT77,TRUE,FALSE
1973.0,79955,PDZD7,TRUE,FALSE
1974.0,57648,NHSL3,TRUE,FALSE
1975.0,30968,STOML2,TRUE,FALSE
1976.0,5705,PSMC5,TRUE,FALSE
1977.0,4306,NR3C2,TRUE,FALSE
1978.0,2806,GOT2,TRUE,FALSE
1979.0,1431,CS,TRUE,FALSE
1980.0,30820,KCNIP1,TRUE,FALSE
1981.0,6715,SRD5A1,TRUE,FALSE
1982.0,10469,TIMM44,TRUE,FALSE
1983.0,6181,RPLP2,TRUE,FALSE
1984.0,55847,CISD1,TRUE,FALSE
1985.0,8204,NRIP1,TRUE,FALSE
1986.0,3704,ITPA,TRUE,FALSE
1987.0,4633,MYL2,TRUE,FALSE
1988.0,3297,HSF1,TRUE,FALSE
1989.0,3925,STMN1,TRUE,FALSE
1990.0,7411,VBP1,TRUE,FALSE
1991.0,6191,RPS4X,TRUE,FALSE
1992.0,51691,LSM 8.00,TRUE,FALSE
1993.0,2908,NR3C1,TRUE,FALSE
1994.0,795,S100G,TRUE,FALSE
1995.0,1632,ECI1,TRUE,FALSE
1996.0,9618,TRAF4,TRUE,FALSE
1997.0,64782,AEN,TRUE,FALSE
1998.0,983,CDK1,TRUE,FALSE
1999.0,1153,CIRBP,TRUE,FALSE
2000.0,64223,MLST8,TRUE,FALSE
2001.0,340273,ABCB5,TRUE,FALSE
2002.0,79849,NHERF4,TRUE,FALSE
2003.0,7257,TSNAX,TRUE,FALSE
2004.0,55276,PGM2,TRUE,FALSE
2005.0,54205,CYCS,TRUE,FALSE
2006.0,63931,MRPS14,TRUE,FALSE
2007.0,2623,GATA1,TRUE,FALSE
2008.0,6738,RO60,TRUE,FALSE
2009.0,5701,PSMC2,TRUE,FALSE
2010.0,4137,MAPT,TRUE,FALSE
2011.0,375519,GJB7,TRUE,FALSE
2012.0,57521,RPTOR,TRUE,FALSE
2013.0,6741,SSB,TRUE,FALSE
2014.0,285343,TCAIM,TRUE,FALSE
2015.0,51106,TFB1M,TRUE,FALSE
2016.0,24,ABCA4,TRUE,FALSE
2017.0,5357,PLS1,TRUE,FALSE
2018.0,10399,RACK1,TRUE,FALSE
2019.0,2079,ERH,TRUE,FALSE
2020.0,79730,NSUN7,TRUE,FALSE
2021.0,552891,DNAJC25-GNG10,TRUE,FALSE
2022.0,200895,DHFR2,TRUE,FALSE
2023.0,285755,PPIL6,TRUE,FALSE
2024.0,6271,S100A1,TRUE,FALSE
2025.0,4242,MFNG,TRUE,FALSE
2026.0,26260,FBXO25,TRUE,FALSE
2027.0,10658,CELF1,TRUE,FALSE
2028.0,4174,MCM5,TRUE,FALSE
2029.0,79657,RPAP3,TRUE,FALSE
2030.0,25885,POLR1A,TRUE,FALSE
2031.0,5214,PFKP,TRUE,FALSE
2032.0,961,CD47,TRUE,FALSE
2033.0,10428,CFDP1,TRUE,FALSE
2034.0,21,ABCA3,TRUE,FALSE
2035.0,866,SERPINA6,TRUE,FALSE
2036.0,134430,WDR36,TRUE,FALSE
2037.0,2766,GMPR,TRUE,FALSE
2038.0,90121,TSR2,TRUE,FALSE
2039.0,2194,FASN,TRUE,FALSE
2040.0,29896,TRA2A,TRUE,FALSE
2041.0,9739,SETD1A,TRUE,FALSE
2042.0,5478,PPIA,TRUE,FALSE
2043.0,5253,PHF2,TRUE,FALSE
2044.0,23037,PDZD2,TRUE,FALSE
2045.0,55759,WDR12,TRUE,FALSE
2046.0,10423,CDIPT,TRUE,FALSE
2047.0,3337,DNAJB1,TRUE,FALSE
2048.0,25819,NOCT,TRUE,FALSE
2049.0,10598,AHSA1,TRUE,FALSE
2050.0,10349,ABCA10,TRUE,FALSE
2051.0,10236,HNRNPR,TRUE,FALSE
2052.0,5273,SERPINB10,TRUE,FALSE
2053.0,199,AIF1,TRUE,FALSE
2054.0,56893,UBQLN4,TRUE,FALSE
2055.0,142940,TRUB1,TRUE,FALSE
2056.0,26973,CHORDC1,TRUE,FALSE
2057.0,5717,PSMD11,TRUE,FALSE
2058.0,6275,S100A4,TRUE,FALSE
2059.0,10985,GCN1,TRUE,FALSE
2060.0,1407,CRY1,TRUE,FALSE
2061.0,125111,GJD3,TRUE,FALSE
2062.0,51187,RSL24D1,TRUE,FALSE
2063.0,5119,CHMP1A,TRUE,FALSE
2064.0,79036,KXD1,TRUE,FALSE
2065.0,51126,NAA20,TRUE,FALSE
2066.0,7919,DDX39B,TRUE,FALSE
2067.0,25879,DCAF13,TRUE,FALSE
2068.0,146779,EFCAB3,TRUE,FALSE
2069.0,3927,LASP1,TRUE,FALSE
2070.0,1154,CISH,TRUE,FALSE
2071.0,23262,PPIP5K2,TRUE,FALSE
2072.0,148014,TTC9B,TRUE,FALSE
2073.0,7520,XRCC5,TRUE,FALSE
2074.0,7993,UBXN8,TRUE,FALSE
2075.0,10694,CCT8,TRUE,FALSE
2076.0,84916,UTP4,TRUE,FALSE
2077.0,1390,CREM,TRUE,FALSE
2078.0,29844,TFPT,TRUE,FALSE
2079.0,55661,DDX27,TRUE,FALSE
2080.0,6130,RPL7A,TRUE,FALSE
2081.0,6782,HSPA13,TRUE,FALSE
2082.0,92856,IMP4,TRUE,FALSE
2083.0,55006,TRMT61B,TRUE,FALSE
2084.0,29974,A1CF,TRUE,FALSE
2085.0,3188,HNRNPH2,TRUE,FALSE
2086.0,5905,RANGAP1,TRUE,FALSE
2087.0,5110,PCMT1,TRUE,FALSE
2088.0,10921,RNPS1,TRUE,FALSE
2089.0,55016,MARCHF1,TRUE,FALSE
2090.0,117289,TAGAP,TRUE,FALSE
2091.0,3615,IMPDH2,TRUE,FALSE
2092.0,5617,PRL,TRUE,FALSE
2093.0,6746,SSR2,TRUE,FALSE
2094.0,2191,FAP,TRUE,FALSE
2095.0,10526,IPO8,TRUE,FALSE
2096.0,5935,RBM3,TRUE,FALSE
2097.0,57369,GJD2,TRUE,FALSE
2098.0,26986,PABPC1,TRUE,FALSE
2099.0,6526,SLC5A3,TRUE,FALSE
2100.0,3015,H2AZ1,TRUE,FALSE
2101.0,55333,SYNJ2BP,TRUE,FALSE
2102.0,26156,RSL1D1,TRUE,FALSE
2103.0,56288,PARD3,TRUE,FALSE
2104.0,5814,PURB,TRUE,FALSE
2105.0,64800,EFCAB6,TRUE,FALSE
2106.0,60673,ATG101,TRUE,FALSE
2107.0,9810,RNF40,TRUE,FALSE
2108.0,4831,NME2,TRUE,FALSE
2109.0,196,AHR,TRUE,FALSE
2110.0,5168,ENPP2,TRUE,FALSE
2111.0,10885,WDR3,TRUE,FALSE
2112.0,23234,DNAJC9,TRUE,FALSE
2113.0,92979,MARCHF9,TRUE,FALSE
2114.0,441061,MARCHF11,TRUE,FALSE
2115.0,10129,FRY,TRUE,FALSE
2116.0,3190,HNRNPK,TRUE,FALSE
2117.0,6282,S100A11,TRUE,FALSE
2118.0,26155,NOC2L,TRUE,FALSE
2119.0,84154,RPF2,TRUE,FALSE
2120.0,84766,CRACR2A,TRUE,FALSE
2121.0,5244,ABCB4,TRUE,FALSE
2122.0,7341,SUMO1,TRUE,FALSE
2123.0,79258,MMEL1,TRUE,FALSE
2124.0,11164,NUDT5,TRUE,FALSE
2125.0,441024,MTHFD2L,TRUE,FALSE
2126.0,81929,SEH1L,TRUE,FALSE
